File,extroversion,neuroticism,agreeableness,conscientiousness,openness
b9bf62905c_2.mp4,0.3214589953422546,0.3810454905033111,0.3810454905033111,0.4620308876037597,0.4789168536663055
0b1b1a67eb_29.mp4,0.3773711621761322,0.2552388608455658,0.2552388608455658,0.3870007693767547,0.4771416783332824
3aabfe0590_18.mp4,0.3548333346843719,0.5275869369506836,0.5275869369506836,0.2993917167186737,0.2987769842147827
84125c414e_15.mp4,0.5518916845321655,0.2227703183889389,0.2227703183889389,0.2864709794521332,0.5871824026107788
e3a40d1a75_54.mp4,0.476646363735199,0.4478479623794555,0.4478479623794555,0.2329379469156265,0.4632950723171234
81ef830580_76.mp4,0.4442710280418396,0.2835891246795654,0.2835891246795654,0.3614309430122375,0.3822721242904663
40bb63a7fd_46.mp4,0.2611197829246521,0.6610345840454102,0.6610345840454102,0.6360065340995789,0.4479977786540985
1680004fab_3.mp4,0.5623528361320496,0.6602818369865417,0.6602818369865417,0.6154285073280334,0.5850818157196045
d101e676ba_10.mp4,0.4234065115451813,0.3180790543556213,0.3180790543556213,0.54384446144104,0.5215712189674377
eb87c332e2_13.mp4,0.4830363392829895,0.1818907111883163,0.1818907111883163,0.4866650104522705,0.3411784768104553
4c08eeaf99_141.mp4,0.5175939202308655,0.5067492127418518,0.5067492127418518,0.5109749436378479,0.6080413460731506
715fe6b19b_2.mp4,0.2898082435131073,0.3967390060424804,0.3967390060424804,0.3796160519123077,0.3552813529968261
5783b084a8_2.mp4,0.700832188129425,0.6552886366844177,0.6552886366844177,0.5447514057159424,0.7075269222259521
0b1b1a67eb_15.mp4,0.4985081553459167,0.4987978041172027,0.4987978041172027,0.5905866622924805,0.5127737522125244
4b08571b97_7.mp4,0.5136122703552246,0.5563313364982605,0.5563313364982605,0.5597921013832092,0.6692723631858826
3aabfe0590_24.mp4,0.3674876987934112,0.6054551005363464,0.6054551005363464,0.273749440908432,0.452591210603714
99ae4f4c9b_10.mp4,0.477536141872406,0.4440752565860748,0.4440752565860748,0.4845594465732574,0.4467117488384247
bfcf904423_1.mp4,0.7187076807022095,0.7849569916725159,0.7849569916725159,0.7179330587387085,0.8047029376029968
c33dad9f29_5.mp4,0.407421737909317,0.3348715603351593,0.3348715603351593,0.5423399806022644,0.4704019427299499
e8477b04ec_11.mp4,0.4580867886543274,0.083108551800251,0.083108551800251,0.3025005757808685,0.5161424875259399
2457d01ae7_16.mp4,0.2494728416204452,0.2161203175783157,0.2161203175783157,0.0674404948949813,0.4836281836032867
0a368dff45_2.mp4,0.088919848203659,0.3207530677318573,0.3207530677318573,0.5570793151855469,0.3769381046295166
5990ff1239_19.mp4,0.5206655263900757,0.7838232517242432,0.7838232517242432,0.5962742567062378,0.5619733929634094
4b8d550db2_32.mp4,0.430521011352539,0.3907211720943451,0.3907211720943451,0.3566338717937469,0.550242006778717
4fdf48c5b7_48.mp4,0.1459936797618866,0.3759844303131103,0.3759844303131103,0.8007932305335999,0.279937595129013
4b8d550db2_26.mp4,0.4351458549499511,0.5533000230789185,0.5533000230789185,0.6274783611297607,0.5596885085105896
a0d68ece5b_5.mp4,0.5146545171737671,0.6363022923469543,0.6363022923469543,0.597637951374054,0.4818523526191711
21ad80e26e_13.mp4,0.5929514765739441,0.7173983454704285,0.7173983454704285,0.2970684468746185,0.4783325493335724
61476146da_23.mp4,0.5625436902046204,0.6371927261352539,0.6371927261352539,0.5262711048126221,0.7063327431678772
17becab0e7_14.mp4,0.363951563835144,0.6934438347816467,0.6934438347816467,0.3547255396842956,0.5007694363594055
1efc90d19f_4.mp4,0.3892754912376404,0.3691487312316894,0.3691487312316894,0.436958372592926,0.4529584348201751
5990ff1239_25.mp4,0.5080418586730957,0.8700591325759888,0.8700591325759888,0.392798364162445,0.7077454924583435
e8477b04ec_39.mp4,0.5281590819358826,0.4459986388683319,0.4459986388683319,0.1557955294847488,0.5118358135223389
5990ff1239_31.mp4,0.4931884706020355,0.9438095688819884,0.9438095688819884,0.4732993543148041,0.8463990688323975
4fdf48c5b7_60.mp4,0.2357230931520462,0.412298709154129,0.412298709154129,0.9639418125152588,0.3567686975002289
2db735a1d8_9.mp4,0.4026623368263244,0.554507315158844,0.554507315158844,0.3881373107433319,0.4978551268577575
7a393124cb_15.mp4,0.4847679138183594,0.3494539856910705,0.3494539856910705,0.4143964052200317,0.5199814438819885
95a8d39321_3.mp4,0.6074687838554382,0.7088269591331482,0.7088269591331482,0.6606023907661438,0.6860443353652954
4f2dda223f_18.mp4,0.7041688561439514,0.4465146362781524,0.4465146362781524,0.5016246438026428,0.6671982407569885
d858a95536_115.mp4,0.7109677791595459,0.232311800122261,0.232311800122261,0.5507423877716064,0.6198771595954895
99a718fbeb_6.mp4,0.2314984649419784,0.4049578905105591,0.4049578905105591,0.4595364332199096,0.3856919109821319
ef2f7d7dbf_39.mp4,0.4136246740818023,0.4514763653278351,0.4514763653278351,0.3605307340621948,0.4383935034275055
a2dd854c9c_18.mp4,0.5333080291748047,0.4062952697277069,0.4062952697277069,0.4196352660655975,0.5053582191467285
dad8f52d67_6.mp4,0.5907729268074036,0.7865780591964722,0.7865780591964722,0.2726719081401825,0.425813615322113
4c08eeaf99_17.mp4,0.2547710537910461,0.2911716401576996,0.2911716401576996,0.554734468460083,0.4431511163711548
8672769492_9.mp4,0.6531604528427124,0.6750340461730957,0.6750340461730957,0.5490062236785889,0.6492666006088257
480f40cc10_6.mp4,0.405864804983139,0.3391902148723602,0.3391902148723602,0.4857509434223175,0.4477239549160003
d858a95536_101.mp4,0.3062752783298492,0.229152962565422,0.229152962565422,0.6799401640892029,0.4598371088504791
d858a95536_59.mp4,0.0560952723026275,0.1390068531036377,0.1390068531036377,0.8311998248100281,0.2860960960388183
daca3c1672_17.mp4,0.4646447598934173,0.1931804567575454,0.1931804567575454,0.4621466100215912,0.3850786983966827
244d898e60_1.mp4,0.3660910725593567,0.2177889198064804,0.2177889198064804,0.3384910523891449,0.3529553711414337
17becab0e7_8.mp4,0.51278156042099,0.6095486283302307,0.6095486283302307,0.5807589888572693,0.5709853172302246
cccd9e16ac_7.mp4,0.4067270159721374,0.4526291787624359,0.4526291787624359,0.3794555962085724,0.4461137950420379
d858a95536_129.mp4,0.2937710285186767,0.2467515170574188,0.2467515170574188,0.7068023085594177,0.5595778226852417
1a0f97af1e_59.mp4,0.290033608675003,0.2313142567873001,0.2313142567873001,0.3762570023536682,0.4202834367752075
6df776419c_10.mp4,0.4742344915866852,0.5236614346504211,0.5236614346504211,0.5306311845779419,0.7586731910705566
4c08eeaf99_2.mp4,0.3354895710945129,0.3759781122207641,0.3759781122207641,0.4366987943649292,0.4529051780700683
4f2dda223f_24.mp4,0.5550107955932617,0.5773152112960815,0.5773152112960815,0.484879195690155,0.5930163264274597
a2dd854c9c_24.mp4,0.2784580290317535,0.3068336844444275,0.3068336844444275,0.3220426738262176,0.4392494261264801
ef2f7d7dbf_11.mp4,0.5637227892875671,0.3502027988433838,0.3502027988433838,0.4023506641387939,0.571899950504303
95a8d39321_10.mp4,0.5316450595855713,0.6037411093711853,0.6037411093711853,0.621964156627655,0.6397010087966919
113ecbc550_6.mp4,0.3489865064620971,0.430917352437973,0.430917352437973,0.4079155027866363,0.5102731585502625
d858a95536_65.mp4,0.4532736837863922,0.3106043636798858,0.3106043636798858,0.7500258684158325,0.4442791044712066
7f0ab09185_15.mp4,0.58720862865448,0.5322598814964294,0.5322598814964294,0.6835683584213257,0.5441024899482727
720fccf6b1_37.mp4,0.4646939635276794,0.5290086269378662,0.5290086269378662,0.4899876415729522,0.4754033386707306
8672769492_48.mp4,0.6798169612884521,0.6287181377410889,0.6287181377410889,0.6307854652404785,0.5768486857414246
2cb5b3df8d_27.mp4,0.5076037645339966,0.5513677597045898,0.5513677597045898,0.5778614282608032,0.5302656292915344
e3a65645cf_9.mp4,0.418081670999527,0.3702619075775146,0.3702619075775146,0.5452960133552551,0.5618405938148499
2cb5b3df8d_33.mp4,0.1952418982982635,0.3235036730766296,0.3235036730766296,0.5247820019721985,0.3356378078460693
abb4fc1003_2.mp4,0.581599771976471,0.540442943572998,0.540442943572998,0.53360515832901,0.7268410921096802
8afeea2583_7.mp4,0.6016770601272583,0.3670603632926941,0.3670603632926941,0.3144106864929199,0.6094236373901367
049dbc8289_51.mp4,0.3154723644256592,0.4393893182277679,0.4393893182277679,0.2771973609924316,0.4343660771846771
720fccf6b1_23.mp4,0.372365266084671,0.4645627737045288,0.4645627737045288,0.4247731864452362,0.4289449453353882
9d22732682_57.mp4,0.4929818511009216,0.7325686812400818,0.7325686812400818,0.4561015963554382,0.5115922689437866
1b3d1fb598_9.mp4,0.3234452903270721,0.2796650826931,0.2796650826931,0.5022702217102051,0.339442104101181
84125c414e_3.mp4,0.6560731530189514,0.2901545464992523,0.2901545464992523,0.4345335662364959,0.6230477690696716
9928319982_14.mp4,0.3208623826503753,0.5073826909065247,0.5073826909065247,0.2606268525123596,0.305978924036026
8672769492_60.mp4,0.3255114555358886,0.3884149193763733,0.3884149193763733,0.9041873216629028,0.4483761191368103
9d22732682_43.mp4,0.5347054600715637,0.4995279014110565,0.4995279014110565,0.495212584733963,0.454967737197876
404cb61dd9_8.mp4,0.5572725534439087,0.6089959144592285,0.6089959144592285,0.4903601109981537,0.6340685486793518
068371806d_33.mp4,0.5135902166366577,0.2042008340358734,0.2042008340358734,0.1844789385795593,0.435078352689743
c8c00639ec_34.mp4,0.4136142432689667,0.3446215987205505,0.3446215987205505,0.4895950555801391,0.4658365249633789
8172b14d94_10.mp4,0.5253045558929443,0.60847008228302,0.60847008228302,0.5979171395301819,0.6662704944610596
21ad80e26e_6.mp4,0.3934605121612549,0.2188240587711334,0.2188240587711334,0.2953506112098694,0.4461738765239715
068371806d_27.mp4,0.4377397298812866,0.5865628719329834,0.5865628719329834,0.4887348115444183,0.5122556090354919
e0f26547d1_4.mp4,0.2154252678155899,0.5831248760223389,0.5831248760223389,0.0295163001865148,0.4800947904586792
222c522dd4_7.mp4,0.2969759702682495,0.2950137257575989,0.2950137257575989,0.5856931805610657,0.2816196978092193
c8c00639ec_20.mp4,0.4203090071678161,0.4582662582397461,0.4582662582397461,0.5877553820610046,0.3826265335083008
c8c00639ec_100.mp4,0.4649683237075805,0.3520217537879944,0.3520217537879944,0.4179556369781494,0.4705122113227844
392b9627d1_2.mp4,0.3529684841632843,0.4250518083572387,0.4250518083572387,0.5522594451904297,0.4287370443344116
9369d89203_6.mp4,0.2544589638710022,0.4283129274845123,0.4283129274845123,0.688105583190918,0.4043388664722442
6474d3ca38_4.mp4,0.6224409341812134,0.4859947562217712,0.4859947562217712,0.4638891220092773,0.4775282144546509
f30a397b0c_16.mp4,0.3137193322181701,0.4849440157413482,0.4849440157413482,0.5645951628684998,0.4065956771373749
867fdcccc1_6.mp4,0.5324196219444275,0.4021696150302887,0.4021696150302887,0.601992130279541,0.5845188498497009
