Input.extroversion_video1,Input.extroversion_video2,Input.neuroticism_video1,Input.neuroticism_video2,Input.agreeableness_video1,Input.agreeableness_video2,Input.conscientiousness_video1,Input.conscientiousness_video2,Input.openness_video1,Input.openness_video2,WorkerId,Answer.hO.left,Answer.hO.right,Answer.hC.left,Answer.hC.right,Answer.hE.left,Answer.hE.right,Answer.hA.left,Answer.hO.right,Answer.hO.left,Answer.hA.right,Answer.hN.left,Answer.hN.right,Answer.hTLeft.left,Answer.hTRight.right
https://www.cs.umb.edu/~srikark/selected_videos/3fb0a97a52_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1a0f97af1e_20.mp4,https://www.cs.umb.edu/~srikark/selected_videos/82ab936b7a_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_56.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2d3a17b517_23.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3aabfe0590_21.mp4,https://www.cs.umb.edu/~srikark/selected_videos/b8a4c17fbe_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/f2d95ed15e_80.mp4,https://www.cs.umb.edu/~srikark/selected_videos/ef2f7d7dbf_62.mp4,https://www.cs.umb.edu/~srikark/selected_videos/a6a618dc02_1.mp4,A2UF2FRGVW4T89,True,False,False,True,True,False,False,False,True,True,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/3fb0a97a52_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1a0f97af1e_20.mp4,https://www.cs.umb.edu/~srikark/selected_videos/82ab936b7a_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_56.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2d3a17b517_23.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3aabfe0590_21.mp4,https://www.cs.umb.edu/~srikark/selected_videos/b8a4c17fbe_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/f2d95ed15e_80.mp4,https://www.cs.umb.edu/~srikark/selected_videos/ef2f7d7dbf_62.mp4,https://www.cs.umb.edu/~srikark/selected_videos/a6a618dc02_1.mp4,A3QZMGTVA4VO44,False,True,True,False,True,False,True,True,False,False,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/3fb0a97a52_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1a0f97af1e_20.mp4,https://www.cs.umb.edu/~srikark/selected_videos/82ab936b7a_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_56.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2d3a17b517_23.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3aabfe0590_21.mp4,https://www.cs.umb.edu/~srikark/selected_videos/b8a4c17fbe_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/f2d95ed15e_80.mp4,https://www.cs.umb.edu/~srikark/selected_videos/ef2f7d7dbf_62.mp4,https://www.cs.umb.edu/~srikark/selected_videos/a6a618dc02_1.mp4,A26399B1QZ7XJJ,True,False,True,False,True,False,False,False,True,True,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/3fb0a97a52_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1a0f97af1e_20.mp4,https://www.cs.umb.edu/~srikark/selected_videos/82ab936b7a_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_56.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2d3a17b517_23.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3aabfe0590_21.mp4,https://www.cs.umb.edu/~srikark/selected_videos/b8a4c17fbe_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/f2d95ed15e_80.mp4,https://www.cs.umb.edu/~srikark/selected_videos/ef2f7d7dbf_62.mp4,https://www.cs.umb.edu/~srikark/selected_videos/a6a618dc02_1.mp4,A2QD9PJUKW7PKK,False,True,True,False,True,False,True,True,False,False,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/3fb0a97a52_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1a0f97af1e_20.mp4,https://www.cs.umb.edu/~srikark/selected_videos/82ab936b7a_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_56.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2d3a17b517_23.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3aabfe0590_21.mp4,https://www.cs.umb.edu/~srikark/selected_videos/b8a4c17fbe_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/f2d95ed15e_80.mp4,https://www.cs.umb.edu/~srikark/selected_videos/ef2f7d7dbf_62.mp4,https://www.cs.umb.edu/~srikark/selected_videos/a6a618dc02_1.mp4,A1IU5OP7BBZHZ7,True,False,True,False,True,False,False,False,True,True,False,True,True,True
https://www.cs.umb.edu/~srikark/selected_videos/3fb0a97a52_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1a0f97af1e_20.mp4,https://www.cs.umb.edu/~srikark/selected_videos/82ab936b7a_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_56.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2d3a17b517_23.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3aabfe0590_21.mp4,https://www.cs.umb.edu/~srikark/selected_videos/b8a4c17fbe_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/f2d95ed15e_80.mp4,https://www.cs.umb.edu/~srikark/selected_videos/ef2f7d7dbf_62.mp4,https://www.cs.umb.edu/~srikark/selected_videos/a6a618dc02_1.mp4,A3O81LHBBI8NPK,False,True,True,False,True,False,False,True,False,True,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/3fb0a97a52_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1a0f97af1e_20.mp4,https://www.cs.umb.edu/~srikark/selected_videos/82ab936b7a_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_56.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2d3a17b517_23.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3aabfe0590_21.mp4,https://www.cs.umb.edu/~srikark/selected_videos/b8a4c17fbe_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/f2d95ed15e_80.mp4,https://www.cs.umb.edu/~srikark/selected_videos/ef2f7d7dbf_62.mp4,https://www.cs.umb.edu/~srikark/selected_videos/a6a618dc02_1.mp4,A2D7SD76AM3Y9C,False,True,False,True,False,True,True,True,False,False,False,True,True,True
https://www.cs.umb.edu/~srikark/selected_videos/3fb0a97a52_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1a0f97af1e_20.mp4,https://www.cs.umb.edu/~srikark/selected_videos/82ab936b7a_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_56.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2d3a17b517_23.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3aabfe0590_21.mp4,https://www.cs.umb.edu/~srikark/selected_videos/b8a4c17fbe_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/f2d95ed15e_80.mp4,https://www.cs.umb.edu/~srikark/selected_videos/ef2f7d7dbf_62.mp4,https://www.cs.umb.edu/~srikark/selected_videos/a6a618dc02_1.mp4,A3QS7M912JGKFD,True,False,True,False,True,False,False,False,True,True,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/3fb0a97a52_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1a0f97af1e_20.mp4,https://www.cs.umb.edu/~srikark/selected_videos/82ab936b7a_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_56.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2d3a17b517_23.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3aabfe0590_21.mp4,https://www.cs.umb.edu/~srikark/selected_videos/b8a4c17fbe_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/f2d95ed15e_80.mp4,https://www.cs.umb.edu/~srikark/selected_videos/ef2f7d7dbf_62.mp4,https://www.cs.umb.edu/~srikark/selected_videos/a6a618dc02_1.mp4,A272A0JGRTBFCR,True,False,False,True,False,True,False,False,True,True,False,True,True,True
https://www.cs.umb.edu/~srikark/selected_videos/3fb0a97a52_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1a0f97af1e_20.mp4,https://www.cs.umb.edu/~srikark/selected_videos/82ab936b7a_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_56.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2d3a17b517_23.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3aabfe0590_21.mp4,https://www.cs.umb.edu/~srikark/selected_videos/b8a4c17fbe_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/f2d95ed15e_80.mp4,https://www.cs.umb.edu/~srikark/selected_videos/ef2f7d7dbf_62.mp4,https://www.cs.umb.edu/~srikark/selected_videos/a6a618dc02_1.mp4,AH3ER3EJXHRO2,True,False,True,False,True,False,False,False,True,True,True,False,True,True
